SMILES,FRAGMENTS
OC1=CC(O)=C(C=C1)C(=O)C1=C(O)C=C(O)C=C1,137.0233:104.9922:247.0605|137.0233:124.0867:104.992|81.0336:137.0233:53.0386
OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,137.0234:215.0705:105.0336;215.0706:137.0233:105.0335|137.0233:105.0335:77.0383|81.0336:77.0385:137.0232
COC1=CC=C2N=C(NC2=C1)S(=O)CC1=NC=C(C)C(OC)=C1C,198.058:346.1221:168.1017|198.052:151.094:168.0963|136.0751:151.0986:198.058|136.0752:180.0472:151.0986|136.075:150.0908:180.0473;198.0586:136.0758:151.0994
CCCCCCCCC(=O)NCC1=CC=C(O)C(OC)=C1,137.0597:122.0363:141.1274
COC1=CC=NC(CS(=O)C2=NC3=CC=C(OC(F)F)C=C3N2)=C1OC,138.055:200.0378:153.0785;200.0378:138.0551:168.0654|200.0376:138.055:384.082|138.055:200.0376:153.0784|138.055:200.0375:107.0729|138.055:200.0377:152.0706|138.0549:136.0392:152.0704|138.0549:136.0392:110.0601|200.0376:138.0548:384.0821|138.0549:200.0375:153.0784|138.0549:200.0375:122.06|138.0549:200.0374:152.0705|138.0549:136.0392:152.0705|138.0549:136.0392:110.06|200.0376:138.0548:168.0653
CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1,123.1169:303.2321:121.1012
NC1=C2C=CC(=CC2=CC=C1)S(O)(=O)=O,NA
BrC1=CC2=C(NC(=O)C=C2)C=C1,223.9708:205.9602:127.0418
CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,244.1091:245.1118:360.1556|244.1088:174.0294:130.0399|174.0299:130.0402:244.1092|130.0402:174.0296:131.043|130.0404:174.0301:156.0198;244.1094:174.0311:130.0412;244.109:174.0307:360.1561|130.0411:113.0145:87.0352|130.0411:113.0145:87.0352
Cc1ccc(c(c1)C)S(=O)(=O)O,NA
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,NA
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,163.0391:251.0705:309.1124;251.0702:163.039:183.0804|121.0284:163.039:155.0855|163.039:251.0704:147.0805|163.0389:251.0703:147.0804
CC1=CC(=O)C=C(O1)C1=CC=CC=C1,187.0753:103.0542:85.0284
OC1=CC(=CC=C1)C1=CC(O)=CC=C1,187.0753:103.0542:85.0284
CCOC(=O)C1=CC=CC=C1C(=O)OCC,149.0233:177.0546:121.0284;177.0545:149.0233:65.0385|149.0233:177.0546:65.0385|149.0233:177.0547:121.0284|149.0233:121.0284:121.0396|149.0233:121.0284:121.0396|65.0385:149.0233:121.0284|65.0386:121.0396:121.0284|65.0386:53.0022:121.0396|65.0386:53.0022:67.9893
OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl,NA
CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,171.0876:253.1659:71.0604;253.1659:171.0876:71.0603|171.0876:253.166:71.0603|171.0876:71.0604:85.076|71.0604:171.0877:85.076|71.0604:85.076:171.0877|71.0604:85.076:83.024|71.0604:85.076:58.0652|71.0604:69.0448:85.0761|69.0448:71.0604:55.0291
C1CC2=CC=CC=C2N1,120.0806:103.0541:118.065
COC(=O)C1=CN=CC=N1,97.0395:125.0344:139.05
C1COCCN1,88.0756:70.0651:68.0495
N(C1=CC=CC=C1)C1=CC2=CC=CC=C2C=C1,220.112:143.0729:92.0495;220.1122:205.0888:143.0731|220.1119:143.073:205.0887
N1N=NN=C1C1=CC=CC=C1,104.0494:147.0664:119.0603
CCCCOC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1,91.0542:149.0234:205.086;91.0542:149.0232:205.0859|91.0542:149.0233:57.0698|91.0542:149.0233:65.0385|91.0542:149.0233:65.0385|91.0542:65.0385:149.0233|91.0542:65.0385:121.0284|91.0542:65.0385:63.0229|65.0385:91.0542:63.0229|65.0386:91.0542:63.0229
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,189.0546:53.0024:149.0231
C1CCNCC1,86.0962:69.0698:67.0542
OC1=CC(O)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,NA
CS(=O)(=O)C1=CC=C(C(=O)C2C(=O)CCCC2=O)C(Cl)=C1,329.0245:157.0495:111.044;139.0391:293.0477:111.0441|329.0242:139.0389:157.0492|139.0391:329.0242:157.0495|139.039:111.0441:157.0494|111.0441:68.9971:139.039|68.9971:111.044:139.0389|68.9971:111.044:178.9896|329.0243:139.0389:157.0493|139.039:329.0242:157.0495|139.0389:111.044:157.0494|111.044:68.9971:139.0389|68.9971:111.044:139.0389|68.9971:111.044:149.9867|139.0389:293.0473:111.044;111.0439:139.0389:157.0496|111.044:214.0623:139.0388|139.0389:293.0478:111.044|139.0389:293.0479:111.044
C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,91.0542:288.1746:181.101
OC(=O)COc1ccc(Cl)cc1Cl,NA
CNC(=O)CSP(=S)(OC)OC,198.9657:230.0081:170.9703|124.9823:170.9703:142.9929|124.9823:142.993:156.9542|124.9822:142.9927:156.9543|124.9823:142.9929:123.9979;142.9926:198.9647:170.9698;198.9648:170.9698:197.9811|198.9646:170.9697:230.0067|170.9697:198.9646:124.982|124.9821:142.9926:170.9698|124.982:142.9926:156.9541|124.982:142.9926:78.9944|124.982:142.9926:78.9943|198.9647:170.9698:230.0068|170.9698:198.9647:124.9821|124.9821:142.9926:170.9698|124.9821:142.9926:156.9541|124.982:142.9926:78.9943|124.982:142.9925:78.9943|198.9648:170.9698:197.9807;124.9819:142.9925:170.9697|124.9819:142.9925:78.9943|198.9646:170.9697:88.0214|198.9645:170.9697:88.0214
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,199.0173|199.0172|199.0171:135.0549:120.0448|199.0172:135.0554:120.0444|107.0604:135.0554:120.0444|107.0603:120.0441:92.0492|107.0603:80.0495:120.044|199.0171|199.0171:120.0443|199.0171:135.0554:107.0603|107.0603:120.0443:135.0551|107.0604:120.0444:80.0495|107.0603:80.0494:120.0442|199.0171
CC(C)c1ccc(NC(=O)N(C)C)cc1,207.1486:208.1516:165.1011|207.1486:165.1013:134.0955|134.0957:165.1014:162.0891|134.0954:119.0721:118.0638|118.0649:119.0706:134.0958;72.0444:207.1492:165.1023;72.0444:165.1023:207.1495|207.1491:72.0442:165.1017|207.1491:72.0443:165.1021|72.0444:207.1487:165.1022|72.0444:165.1021:134.0963|72.0444:134.0964:91.0543|72.0444:134.0964:91.0542|207.1491:72.0443:165.102|207.1491:72.0443:165.1021|72.0444:207.1492:165.1022|72.0444:165.1022:134.0963|72.0444:134.0963:91.0541|72.0444:134.0963:91.0542|72.0444:165.1022:207.149;72.0442:165.1022:134.0963|72.0442:134.0963:107.0854|72.0442:165.1021:162.0912|72.0442:165.102:162.0912
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,72.0444:213.0789:140.0261;72.0444:168.0213|213.0791:72.0443|213.0793:72.0445:168.0209|72.0444:213.0783:168.021|72.0445:140.0263:168.0211|72.0444:140.0261:125.0151|72.0444:140.0261:125.0152|213.0791:72.0443|213.0791:72.0444:168.0211|72.0444:213.0788:168.0211|72.0444:140.0261:168.021|72.0445:140.0262:125.0153|72.0444:140.0262:125.0152|72.0444:213.0786:168.0212;72.0442:140.0261:168.0209|72.0442:140.0261:125.0152|72.0442:213.0786:168.0209|72.0442:168.021
CCCCC(Cn1cncn1)(C#N)c1ccc(Cl)cc1,70.04:289.1215:125.0153;220.0889:125.0153:203.0623|289.1218:70.04:220.0898|289.1218:70.0401:125.0153|70.04:125.0153:151.031|125.0153:70.04:151.031|125.0153:70.04:151.031|125.0153:70.04:116.0622|289.1215:70.04|289.1215:70.04:125.0152|70.04:125.0153:151.0309|125.0153:70.04:151.0309|125.0153:70.04:151.0309|125.0153:70.04:116.0621|220.0887:125.0153:203.0622
Fc1ccc(NC(=O)c2cccnc2Oc2cccc(c2)C(F)(F)F)c(F)c1,266.0423:395.0815:246.0361;266.0421:375.0746:246.0359|395.0812|266.042:395.0807:375.0753|266.042:246.0357:233.0525|266.0419:246.0355:238.0469|238.0471:218.041:183.0417|218.0406:169.0523:190.046|395.0807:219.0477|266.042:395.0808:375.0741|266.0421:246.0358:233.0518|266.0419:238.0473:246.0358|238.0473:218.0411:266.0421|218.0411:183.0417:169.0522|266.0422:375.0745:246.0358;266.0425:246.0363:238.0476|218.0412:238.0475:183.0416|266.0423:375.0751:246.0362|266.0424:375.0753:246.0364
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,316.1077:165.0699:185.0761;247.075:169.048:165.0699|316.1074|316.1073:169.0479:247.0747|165.0699:169.0478:247.0745|165.07:77.0386:185.0761|165.0698:77.0385:219.0431|165.07:109.0448:77.0386|316.1072:169.0477:187.0579|316.1074:169.0479:247.0746|165.0699:169.0478:247.0746|165.0699:77.0386:185.076|165.0698:77.0385:219.0434|165.0698:109.0447:77.0386|247.0748:169.0479:165.0698;165.0698:219.0435:169.0478|165.0699:109.0447:152.0621|247.0749:169.048:165.07|247.0748:169.0479:165.0699
CO\N=C(/C(=O)OC)c1ccccc1CO\N=C(/C)c1cccc(c1)C(F)(F)F,409.1375:186.0519:206.0806|186.0519:206.0806:132.0796|186.0522:145.0252:206.081|186.052:145.0253:173.0313|145.025:186.0517:173.031;186.0525:206.0811:116.0494;186.0521:206.0808:116.0492|186.052:116.0492:206.0807|186.0521:116.0492:145.0256|145.0256:186.0521:116.0492|145.0256:116.0492:131.0726|145.0256:89.0383:116.0492
CCCOC1=NN(C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C(=O)N1C,199.006:116.0455:158.0924;116.0454:135.0441:199.0061|116.0454:77.0385:90.0338|367.0707:199.006:158.0923|367.0707:199.0059:158.0924
CSC1=NN=C(C(=O)N1N)C(C)(C)C,215.0956:216.0983:217.0919|215.0956:187.1006:216.0983|187.1:215.095:131.0376|156.0581:131.0378:184.0531|156.0577:141.0357:140.039;215.0961:187.1011:84.0807;187.1012:186.0822:131.0274|215.0963|215.0963:187.1012:186.0819|215.0964:187.1014:186.0823|187.1012:215.0954:131.0386|187.1011:74.0059:131.0386|74.0059:59.9902:58.0399|215.0962:186.0829:187.1006|215.0962:187.1012:186.0821|215.0962:187.1013:186.0822|187.1012:215.0963:131.0386|187.1013:74.006:131.0387|74.0059:59.9902:58.0399|187.1012:186.0822:131.0274
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,308.0008:70.0288:70.0652;308.0006:265.9532|308.0003:265.9539:376.0397|308.0003:70.0287:265.9533|70.0651:70.0287:222.9479|70.0288:70.0652:194.9163|70.0287:70.0651:166.9215|166.9215:70.0287:132.9605|308.0005:265.9534:376.0376|308.0003:70.0287:265.9535|70.0651:70.0287:222.9478|70.0287:70.0651:194.9164|70.0287:70.0651:166.9216|166.9216:70.0287:132.9606|308.0004:265.9533;308.0007:265.9538:70.0288|308.0007:70.0288:265.9538|70.0288:70.0652:194.9166|70.0288:70.0652:166.9217;282.0213:308.0004:180.1133|282.0212:308.0009:180.1132
COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,244.0556:276.082:246.0522|244.0553:246.0523:168.0829|168.0833:244.0553:246.0523|168.0834:126.0368:152.0522|126.0368:138.0363:168.0831;244.0558:168.0842:276.0821;244.056|244.0558:276.0819:168.0835|244.0559:276.0818:168.0841|244.0559:168.0842:167.0763|168.0843:244.0557:111.0263|168.0843:111.0264:126.0373|111.0263:126.0371:138.0371|244.0557:276.0819|244.0557:276.0825:168.0841|244.0558:168.0842:111.0262|168.0842:244.0558:111.0263|168.0841:111.0263:126.0372|111.0263:126.0372:138.0372|244.0558
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,220.1333:192.1383:160.1121;248.1281:220.1332:192.1383|280.1542:248.1279:220.1332|192.1384:220.1333:160.112|192.1383:160.1121:220.1331|160.112:192.1382:148.112|160.112:134.0963:132.0807|132.0807:134.0964:160.112|280.1544:248.1282:220.1333|192.1384:220.1333:160.1121|192.1383:160.1121:220.133|160.1121:192.1381:148.112|160.1121:134.0964:145.0886|132.0807:134.0963:160.112|248.1282:220.1333:192.1382
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,NA
[O-][N+](=O)NC1=NCCN1Cc1ccc(Cl)nc1,256.0594:175.0968:209.0583|175.0969:209.0583:211.055|175.097:209.0583:211.055|175.097:209.0583:211.055|209.0583:173.0811:175.0964;209.0588:175.0978:256.0595;209.059:210.0667:175.0978|256.0596:209.0588:210.0667|209.0588:175.0977:212.0583|175.0977:209.0587:128.0261|175.0977:209.0587:174.0899|209.0588:175.0977:173.0822|209.0587:175.0977:173.0821|256.0594:209.0587:175.0977|209.0588:175.0978:212.0584|175.0978:209.0588:84.0556|175.0977:209.0588:174.09|209.0588:175.0977:173.0821|209.0587:175.0977:173.082|209.0589:210.0667:175.0978
COCCN(C(=O)CCl)C1=C(C)C=CC=C1C,224.0837:256.11:226.0807|224.0837:226.0807:148.1109|148.1112:224.0837:226.0807|148.1113:133.0874:224.0825|148.111:133.0871:118.0643;224.0836:148.112:256.1098;224.084|224.084:256.1102|224.0839:256.1098:148.1121|224.0839:148.1122:132.0808|148.1122:224.0836:132.0808|148.1122:105.0699:132.0809|148.1122:105.0699:132.0809|224.0838:256.11:173.0152|224.0838:256.1103:148.1121|224.0838:148.1122:132.0807|148.1122:224.0839:132.0808|148.1122:105.07:132.0808|148.1121:105.0699:132.0808|224.0838
CC(C)N(C(=O)COc1nnc(s1)C(F)(F)F)c1ccc(F)cc1,194.0968:364.0736:152.0496|152.0502:194.0972:124.0553|152.0499:124.0551:152.0865|152.0498:124.0551:152.0865|124.0553:152.0502:152.0866;152.0507:194.0977:124.0557;194.0975:152.0506:124.0555|194.0975:152.0506:364.0733|152.0506:194.0975:152.087|152.0507:124.0557:152.087|124.0556:152.0506:109.0447|124.0556:109.0447:152.0505|124.0556:97.0447:109.0448|194.0975:152.0506:364.0731|152.0506:194.0975:152.0871|152.0506:124.0556:152.087|124.0556:152.0505:109.0447|124.0556:109.0447:152.0504|124.0556:97.0447:109.0447|194.0975:152.0506:124.0556
CC(C)N(C(=O)CCl)c1ccccc1,212.0833:170.0355:214.0802|170.0355:172.033:171.039|170.0355:172.033:152.0249|152.0249:170.0355:172.033;170.0367:212.0837:94.0651;170.037:152.0261:212.0847|212.0838:170.0372:152.025|170.0369:212.084:152.0262|170.0368:152.0261:212.0831|170.0367:94.0651:106.0651|94.0652:106.0652:170.0368|94.0651:106.0651:77.0385|212.0837:170.0367:152.0261|170.0368:212.0837:152.0262|170.0367:212.0837:152.0261|170.0367:94.0651:106.0651|94.0651:106.0651:170.0366|94.0652:106.0652:77.0386|170.0369:152.0262:212.0836
CCCN(CCC)C(=O)SCc1ccccc1,91.0542:252.1416:128.107;128.107:91.0542:86.0601|252.1418:91.054:128.107|91.0544:252.1415:128.107|91.0543:128.107:86.0601|91.0543:65.0385|91.0543:65.0386|91.0544:65.0386|252.1419:91.0541:128.1071|91.0543:252.1418:128.107|91.0543:128.107:86.0601|91.0543:65.0385|91.0543:65.0386:89.0384|91.0543:65.0386|128.1071:91.0543:86.0601;91.0541:128.1069:86.0598|91.0541|128.1069:91.0541:86.06|128.1068:91.0541:86.0599
CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,131.0855:250.0994:296.1413;250.0998:131.0856:134.0368|296.1413:250.0994:131.0855|250.0994:131.0856:296.1408|131.0856:91.0542:220.1694|131.0856:91.0543:129.0698|91.0543:131.0856:116.062|91.0543:116.0621:131.0855|296.1413:250.0994:131.0855|131.0856:250.0993:296.1409|131.0856:91.0543:220.1696|131.0856:91.0543:129.0699|91.0543:131.0856:116.0621|91.0543:116.0621:131.0856|250.0994:131.0856:134.0368;131.0854:91.0541:160.112|91.0541:131.0854:116.0619|250.0991:131.0854:134.0366|250.0992:131.0854:134.0367
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,121.0648:161.0597:122.0682;259.0638:241.0531:121.0649|259.0636:287.0948:121.0649|121.065:259.0637:161.0599|121.0649:161.0598:162.0676|121.0648:161.0597:133.0648|121.0649:105.07:133.065|105.0699:103.0543:91.0543|259.0636:287.0947:121.0649|121.0649:259.0636:161.0599|121.0649:161.0598:162.0676|121.0649:161.0598:133.0649|121.0649:105.0699:133.0648|105.0699:103.0543:91.0543|259.0636:241.053:121.0649;121.0647:161.0597:133.0648|105.0698:121.0647:103.0542|259.0636:241.053:121.0648|259.0636:121.0648:241.0531
CC1=NN=C(C(=O)N1N)c1ccccc1,203.0927:204.0947:175.0964|203.0927:175.0967:145.0381|175.0964:203.0911:174.0772|175.0966:118.0523;203.0927:175.0979:104.0495;175.0977:174.0789:106.0652|203.093|203.093:175.0976:174.0787|203.0928:175.0979:174.0788|175.0979:203.0922:104.0495|104.0495:175.0977:174.0786|104.0495:77.0386:175.0979|203.0929:175.0973:104.0491|203.093:175.098:174.0789|203.0929:175.098:174.0789|175.098:203.0929:104.0495|104.0496:175.0979:77.0386|104.0495:77.0386:175.0979|175.0979:174.0789:106.0652;175.0977:203.0926:104.0494|104.0493:175.0976:77.0384|203.0925:175.0977:174.0787|175.0977:174.0787:106.065
NC1=C(Cl)C(=O)N(N=C1)c1ccccc1,222.0424:224.0395:223.0452|222.0424:224.0395:146.0104|146.011:222.0424:128.9843|146.0105:130.0642:150.0095;222.0428:104.0495:92.0495;104.0495:222.0428:186.0662|222.043:77.0383|222.0431:104.0496:77.0383|222.0431:104.0496:92.0495|222.0428:104.0495:92.0495|92.0496:104.0496:222.0432|92.0495:77.0386:65.0386|222.043:77.0383|222.0431:104.0495|222.0431:104.0495:92.0495|222.043:104.0495:92.0495|92.0495:104.0495:222.0428|92.0495:77.0386:65.0386|104.0495:186.0661:193.0288;222.0427:104.0494:92.0494|92.0494:104.0494:77.0385|222.0426:104.0494:186.0662|104.0493:186.066:205.0162
CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,144.1383:298.2742:100.1121;144.1385:100.1122:240.2322|298.2743:144.1386|298.2742:144.1385:100.1122|144.1383:100.1121:298.2746|144.1384:100.1122:72.0808|100.1122:144.1384:72.0808|100.1121:72.0808:144.1382|298.2741:144.1381|298.2742:144.1384:100.1121|144.1384:100.1121:298.2741|144.1383:100.1121:72.0808|100.1122:144.1384:72.0808|100.1121:72.0808:144.1383|144.1384:100.1121:240.2321;144.1386:100.1122:72.081|100.1123:144.1386:72.081|100.1122:72.081:144.1385|100.1122:72.081:58.0656|298.2742:144.1384:100.1117;144.1381:100.112:72.0807|100.1119:144.1382:72.0806|144.1382:100.112:298.2741|144.1381:100.112:202.1227
CCNc1nc(NCC)nc(SC)n1,214.112:124.0869:96.0556;214.1122:124.0869:144.0591|96.0555:116.0276:124.0868|214.1119:124.0869:186.0807|124.0868:186.0806:166.1086
CO\C=C(\C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,372.0983:404.1244:373.1012|372.0983:373.1012:344.1027|344.1031:372.0983:329.0794|329.0794:344.1028:330.0825|329.0793:183.0544:172.0384;372.098:344.103:329.0795;372.098|372.0974:404.1234|372.0977:344.1028:316.1073|329.079:344.1026:372.0974|329.079:183.0552:328.0713|172.0392:156.0443:200.0342|172.0393:156.0444:130.04|372.0976:404.1234:172.0398|372.0978:344.1027:316.1076|329.0793:344.1027:372.0976|329.0792:183.0553:328.0713|172.0394:156.0445:200.0342|172.0394:156.0444:130.0399|372.0976
CC(CN1C[C@H](C)O[C@H](C)C1)Cc1ccc(cc1)C(C)(C)C,304.2637:147.1168:130.1227;130.1226:147.1168:116.1069|304.2634|304.2634|304.2632:147.1168:130.1226|147.1169:98.0964:304.2631|147.1169:132.0934:98.0965|132.0933:117.0698:119.0855|304.2634:147.1172|304.2634|304.2634:147.1168:130.1226|147.1168:304.2644:98.0964|147.1168:132.0933:119.0855|132.0933:117.0698:147.1168|130.1226:147.1168:116.107
FC1=CC=C(C=C1)C1(CN2C=NC=N2)OC1C1=CC=CC=C1Cl,121.0448:330.0805:123.0241
CC(C)Nc1nc(N)nc(Cl)n1,188.0691:190.0659:146.0219|146.0219:188.0691:148.0187|146.0219:148.0187:147.0237|146.0219:148.0187:147.0237;188.0697:146.0227:104.001;146.0228:188.07:104.001|188.0698|188.0699:146.0226:104.0011|188.0698:146.0228:104.0009|146.0228:188.0695:104.001|146.0228:104.001:79.0058|104.001:146.0227:79.0058|188.0696:146.0232|188.0696:146.0228:104.0009|188.0696:146.0228:104.0009|146.0228:188.0697:104.0009|146.0227:104.0009:79.0057|104.001:146.0227:79.0058|146.0228:188.0696:110.0461;146.0228:188.0699:104.001|146.0227:104.0009:79.0057|146.0227:188.0697:110.0461|146.0227:110.0461:104.001
CC(C)(C)Nc1nc(N)nc(Cl)n1,202.0853:132.0323:124.0869;146.0229:202.0859|202.0856:146.0231|202.0856:146.0229:79.0061|146.023:202.0848:79.0059|146.0229:104.001:79.0058|146.0229:104.0011:79.0059|146.023:104.0012:79.0059|202.0855:146.0229:68.0246|202.0856:146.023:79.0058|146.0229:202.0853:79.0058|146.0229:104.001:79.0058|146.023:104.0011:79.0059|146.023:104.0011:79.0059|146.023;202.0852:132.0322:124.0868|104.0009:96.0555:132.0322|202.0852:124.0868:132.0322|124.0868:132.0322:174.0539
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,306.1035:164.1182:108.0556;108.0555:164.1182:95.0603|108.0555:124.9819:95.0603|278.0721:164.1182:274.0773|278.0722:164.1182:274.0773|169.0794:153.1021:96.9507|100.0215:169.0794:96.9507|169.0793:153.1021:100.0213
CCNc1nc(N)nc(Cl)n1,174.0534:176.0503:175.0559|174.0534:132.0314:176.0499|132.0314:174.0532:146.0215|146.0211:132.0317:174.0532;174.0542:96.0556:132.0323;174.0542:146.0228:132.0323|174.054|174.0541:132.0323:79.0058|174.0541:132.0322:79.0057|174.0543:132.0323:104.001|104.001:68.0243:132.0322|68.0244:104.0011:79.0058|174.0541|174.0541:132.0323:79.0058|174.0541:132.0323:96.0556|174.0542:132.0323:104.001|104.001:68.0243:132.0323|104.001:68.0243:79.0058|174.0541:146.0228:132.0323;174.0541:132.0323:96.0556|104.0009:96.0555:132.0322|174.0539:146.0227:132.0322|146.0227:132.0322:79.0056
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,159.9716:182.0241:249.0193;182.0243:159.9716:187.9664|249.0193:182.0243:159.9715|159.9715:182.0241:249.0189|159.9716:182.0242:160.9793|159.9716:160.9793:182.0241|132.9606:159.9716:160.9794|132.9606:160.9793:125.0026|249.0193:182.0241:159.9715|159.9716:182.0242:249.0191|159.9716:182.0242:160.9793|159.9715:160.9793:182.0241|132.9606:159.9714:160.9793|132.9606:160.9793:125.0026|182.0241:159.9715:187.9663;159.9715:182.0242:160.9794|132.9606:160.9794:125.0027|182.0241:159.9715:187.9664|182.024:159.9715:187.9665
CCNc1nc(Cl)nc(NC(C)(C)C)n1,230.1162:232.1135:174.0531|174.0531:176.0499:230.1162|174.0531:176.0499:132.0315|174.0531:132.0315:146.0219;174.0541:230.1167:96.0556;174.0543|230.1169|230.1167:174.0543:79.006|174.0544:230.1171:146.023|174.0542:132.0324:146.0228|174.0541:104.0011:68.0243|68.0244:104.0011:79.0058|230.1168:174.0542|230.1168:174.0543:132.0319|174.0542:230.1167:146.0229|174.0543:132.0324:146.0229|174.0542:104.0011:68.0244|104.001:68.0243:79.0058|174.0543;174.054:132.0323:146.0227|104.0009:174.0539:96.0555|174.0539:230.1166|174.0539
CCNc1nc(Cl)nc(NC(C)C)n1,216.1006:218.0976:217.1033|174.0531:216.1005:176.0501|174.0531:132.0316:176.0501|146.022:132.0319:174.0532|146.0217:132.0319:138.076;216.1011:174.0541:96.0556;174.0543:138.1026:96.0556|216.1012|216.1012:174.0546:96.0556|174.0544:216.1014:104.001|174.0541:104.0011:132.0325|104.0011:174.0537:68.0244|104.001:68.0243:79.0058|216.1012|216.1012:174.0541:96.0554|174.0544:216.1012:104.0011|174.0542:104.001:132.0323|174.0542:104.0011:68.0243|104.0011:68.0243:79.0058|174.0542:138.1026:96.0556;174.054:216.1009:104.0009|104.0009:174.054:96.0555|174.0539:216.1009:138.1026|174.054:138.1026:96.0556;174.0541:216.101:96.0556|174.0539:216.1006:138.1023
CCCC1COC(Cn2cncn2)(O1)c1ccc(Cl)cc1Cl,342.0772:158.9763:69.0699;158.9763:204.9817:273.044|342.0771:70.0399|342.077:158.9763:69.0699|158.9763:69.0699:186.9712|158.9764:69.0699:172.9556|158.9764:172.9558:69.0699|158.9764:172.9564:122.9996|342.0769:69.0697:273.0447|342.0766:158.9762:69.0699|158.9763:69.0699:186.9711|158.9763:69.0699:172.9555|158.9763:172.9555:69.0699|158.9763:172.9555:122.9996|158.9763:204.9818:273.0442;158.9762:69.0699:342.0768|158.9763:69.0699:186.9711|158.9761:69.0698:172.9553|158.9762:172.9554:69.0699;158.9761:172.9555:186.9712|158.9761:172.9554:70.0398|158.9762:204.9817:273.0442|158.9762:204.9818:273.0444
Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,210.0676:212.0644:278.105|134.0956:210.0676:135.0989|134.0957:135.0991:210.0676|134.0959:135.0994:132.0801|134.0958:135.0992:132.0802;134.0964:210.068:278.1055;210.0686:134.0966:76.9785|210.0683:134.0966:278.1055|134.0965:210.0681|134.0966:210.068:76.979|134.0966:105.07:76.979|134.0966:105.07:76.979|134.0966:105.07:79.0543|210.0682:134.0966:278.1054|134.0965:210.0681|134.0966:210.0681:76.9788|134.0966:105.07:76.9789|134.0965:105.0699:76.9789|134.0965:105.0699:79.0543|210.0681:134.0964;134.0963:76.9788|134.0964:76.9789|210.068:134.0964|210.068:134.0964;210.0681:134.0965
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,72.0445:239.1503:182.1289;182.129:195.1606:72.0444|239.1505:182.129:72.0441|239.1499:182.1288:72.0444|72.0445:182.1289:239.1511|72.0444:182.1287:85.076|72.0445:85.076:109.076|72.0445:109.0761:85.076|239.1504:182.1288:72.0442|239.1505:182.1289:72.0445|72.0445:182.1289:239.1494|72.0444:182.1289:85.076|72.0445:85.0761:182.129|72.0444:109.0761:85.0761|182.1289:195.1605:72.0444;72.0442:182.1286:85.0759|72.0442:109.0758:85.0759|182.1287:195.1603:239.1502|182.1287:195.1603:72.0443
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,284.1415:252.1151:254.1122|252.1151:254.1122:253.1181|176.1428:252.1148:254.112|176.1426:134.0954:133.0875|134.0953:146.0953:176.1424;252.115:176.1434:284.1413;252.1154:212.0846|284.1415:252.1152:176.1434|252.115:284.1405:176.1433|252.115:176.1435:212.0838|176.1436:252.1149:134.0965|176.1434:134.0964:133.0886|134.0965:133.0887:91.0543|284.1412:252.115|252.1151:284.1413:176.1435|252.115:176.1434:212.0837|176.1434:252.1148:134.0964|176.1434:134.0964:133.0886|134.0964:91.0542:133.0886|252.115;176.1433:252.1149:134.0964|134.0964:176.1433:133.0886|252.1148:212.0837|252.1148
